# name	objID	ra	dec	type	cModelMag_u	cModelMag_g	cModelMag_r	cModelMag_i	cModelMag_z	fracDeV_u	fracDeV_g	fracDeV_r	fracDeV_i	fracDeV_z	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z
8726-12701	1.23765787753821E+018	115.71703008	22.11272739	GALAXY	17.710907	14.609196	13.895611	13.512356	13.456643	1	1	1	1	1	0.24308	0.178856	0.129721	0.098364	0.069741
8773-12701	1.23764654958313E+018	67.12010961	1.2691405	STAR	18.675339	16.304739	14.850381	13.535529	12.850977	0.348388	0.680137	0	0.966354	0.375342	0.691685	0.508935	0.369122	0.279894	0.198448
8679-12701	1.23767202463449E+018	332.60877611	40.88264444	GALAXY	16.799734	15.328652	14.734657	14.488123	14.504561	0	0	0	0	0	0.899474	0.661824	0.48001	0.363977	0.258064
8777-12701	1.23767125797942E+018	65.06623008	17.73973112	STAR	19.189884	16.116953	15.880477	15.045296	13.113087	1	1	0.75208	0.950801	1	3.131484	2.304116	1.671137	1.267173	0.898441
8099-12701	1.2376648778017E+018	140.96261479	27.95055606	STAR	16.573479	15.029401	14.484699	14.301242	14.236637	0	1	0	0	0	0.108136	0.079566	0.057708	0.043758	0.031025
8100-12701	1.23766487833883E+018	141.42496144	28.44810952	STAR	16.978218	16.086891	15.781892	15.65394	15.629992	0	1	0	0	1	0.110624	0.081396	0.059035	0.044765	0.031739
8719-12701	1.2376512740315E+018	120.13962985	47.50982469	GALAXY	18.520237	16.643003	15.878178	15.347466	14.977145	0.042473	0.217776	0.183153	0.272636	0.398968	0.259048	0.190605	0.138243	0.104825	0.074322
8461-12701	1.23765787433127E+018	146.4781917	43.04673059	GALAXY	17.41441	15.447795	14.552333	14.144393	13.897927	0.859471	1	1	1	0.933555	0.068527	0.050421	0.03657	0.02773	0.019661
8718-12701	1.23765127295664E+018	119.18217032	44.85671824	GALAXY	17.584894	16.032717	15.377578	15.027378	14.83805	0.127078	0.299975	0.411609	0.500413	0.627025	0.228218	0.167921	0.12179	0.09235	0.065477
8721-12701	1.23765119135934E+018	134.79966624	54.04313745	GALAXY	17.625193	15.398194	14.559308	14.147343	14.063012	1	1	1	1	1	0.089354	0.065746	0.047684	0.036158	0.025636
8725-12701	1.23765358902116E+018	125.40232183	45.5854839	GALAXY	18.003977	16.292364	15.605994	15.191665	14.848189	0.112019	0.429546	0.567739	0.645919	0.715082	0.2352	0.173058	0.125516	0.095175	0.06748
8458-12701	1.23765763005429E+018	144.78756739	45.37113342	GALAXY	18.747566	16.986567	16.429762	15.804638	15.406948	0.453094	0.261361	0.230992	0.472867	0.526752	0.089453	0.065819	0.047737	0.036198	0.025665
10001-12701	1.23765127403713E+018	133.37095351	57.59869115	GALAXY	17.925333	16.814728	16.374445	16.107332	15.883692	0	0	0	0	0	0.281351	0.207015	0.150145	0.11385	0.080721
8456-12701	1.23765820450131E+018	151.19131375	44.70576783	GALAXY	16.615955	15.284355	14.957241	14.771048	14.82139	1	0.906997	0.825733	0.830986	1	0.046008	0.033852	0.024553	0.018618	0.0132
8715-12701	1.2376637874176E+018	118.35952842	50.22851093	GALAXY	16.340977	14.749943	13.952195	13.584228	13.34923	0.851112	0.931784	0.978317	0.99428	1	0.336788	0.247806	0.179729	0.136283	0.096627
8794-12701	1.23765079513793E+018	127.06766876	-0.83524173	STAR	14.563095	14.741937	13.768632	12.902635	12.219509	0.122986	0.786035	0.5947	0.014586	0.208842	0.261709	0.192563	0.139663	0.105902	0.075086
8813-12701	1.23766725399701E+018	137.92921835	21.34783794	STAR	17.059221	15.61939	14.969425	14.748837	14.653925	0	1	1	0	0	0.21577	0.158762	0.115147	0.087313	0.061906
8801-12701	1.23766829445015E+018	177.423959	20.31023444	STAR	17.850182	15.738811	15.428142	14.66806	14.540009	0	0	1	0	0.592	0.189987	0.139791	0.101388	0.076879	0.054508
8795-12701	1.23765079674775E+018	125.31627035	0.45368723	STAR	16.047678	14.394627	15.133746	13.694973	13.653832	1	0.854429	0.890118	0.936368	1	0.209284	0.153989	0.111686	0.084688	0.060045
8889-12701	1.23766732271026E+018	160.01306746	24.94949149	STAR	15.278651	15.140437	15.010401	14.726635	13.034887	1	0.723716	0.764289	0.792078	1	0.134778	0.099168	0.071925	0.054539	0.038669
8455-12701	1.23766185092271E+018	154.7317869	40.61293422	GALAXY	16.479975	15.246906	14.819899	14.552064	14.253843	0.10674	0.208105	0.335729	0.420891	0.54756	0.087056	0.064055	0.046458	0.035228	0.024977
8568-12701	1.23766138170252E+018	156.42888651	37.49753231	GALAXY	19.005232	17.348753	16.581316	16.184589	15.909751	0.487358	0.705543	0.61908	0.685033	0.610792	0.054611	0.040182	0.029144	0.022099	0.015668
8462-12701	1.23766113903038E+018	144.46808519	35.78357667	GALAXY	16.971785	15.939293	15.487666	15.200666	15.006285	0	0	0.045674	0.124491	0.218162	0.053961	0.039704	0.028797	0.021836	0.015482
8255-12701	1.23766135646408E+018	163.54526482	44.62426246	GALAXY	16.982357	15.794991	15.082384	14.668478	14.356175	0.738408	0.283717	0.308013	0.314963	0.325206	0.053855	0.039626	0.02874	0.021793	0.015451
8449-12701	1.23766778390138E+018	167.38057623	22.42784817	GALAXY	17.799498	16.83889	16.541063	16.275311	16.244711	0.086618	0.114527	0.085547	0.122663	0.088484	0.083127	0.061164	0.044361	0.033638	0.02385
8338-12701	1.23766778282947E+018	172.05137524	21.99665098	GALAXY	16.119848	14.526395	14.37881	14.037947	14.168271	0.195879	0.163464	0.193086	0.246976	0.277287	0.100146	0.073686	0.053444	0.040525	0.028732
8262-12701	1.2376621956002E+018	184.82720317	43.23681798	GALAXY	17.926537	15.931902	15.137901	14.6644	14.315001	0	0.040261	0.070789	0.104741	0.116276	0.071617	0.052695	0.038219	0.02898	0.020547
8450-12701	1.23766773557684E+018	170.6787377	22.26069777	GALAXY	18.295923	16.828537	16.315756	16.01491	15.789953	0	0	0	0.012539	0.006793967	0.090868	0.06686	0.048492	0.03677	0.026071
8796-12701	1.23766196689555E+018	192.14759032	41.9266061	STAR	18.91996	17.706884	17.196972	16.981882	16.853914	1	1	0	1	0	0.089427	0.065799	0.047723	0.036187	0.025657
8685-12701	1.23766627636111E+018	49.78016967	19.36110096	STAR	20.24769	17.086407	15.632936	15.014722	14.987436	1	0	1	1	0	0.829164	0.610091	0.442489	0.335526	0.237892
8454-12701	1.23766135860868E+018	154.00574802	44.17620624	GALAXY	17.404238	16.400208	16.087378	15.890121	15.709579	0	0	0.0003396984	0.016233	0.069138	0.064019	0.047105	0.034164	0.025906	0.018368
8905-12701	1.23764974340669E+018	81.46122554	3.27952069	STAR	15.878955	14.732355	14.816385	14.944057	15.034388	0	0	0	1	1	0.690496	0.50806	0.368488	0.279413	0.198107
8270-12701	1.23767112805227E+018	176.98631471	0.49224731	STAR	19.812735	17.320621	16.215132	15.831789	15.63943	0	0	0.708041	1	1	0.157575	0.115942	0.084091	0.063763	0.045209
8906-12701	1.2376497439433E+018	80.95545186	3.74097415	STAR	17.901161	16.671297	16.665274	16.714451	16.780642	0	1	1	0	0	0.51068	0.375754	0.272528	0.20665	0.146517
8797-12701	1.23766219452888E+018	192.24410925	42.08801408	STAR	16.167162	15.255427	14.948727	14.817586	14.779989	1	0	0	1	1	0.083971	0.061785	0.044812	0.033979	0.024092
8802-12701	1.23766829659062E+018	178.10989917	18.6359113	STAR	15.874098	14.367092	15.219734	15.434954	13.337144	0.96121	0.768246	0.887467	1	1	0.168947	0.124309	0.09016	0.068365	0.048472
8798-12701	1.2376651280038E+018	175.96287403	34.45494857	STAR	15.346543	15.861185	15.248604	15.146283	12.491548	1	0.810042	0.788667	1	0.660749	0.104244	0.076702	0.05563	0.042183	0.029908
8914-12701	1.23766554996716E+018	224.09569303	22.51795427	STAR	17.520576	16.30328	15.757991	15.505213	15.413665	0	1	1	0	0	0.248489	0.182836	0.132608	0.100552	0.071293
8716-12701	1.23766378795552E+018	119.6338307	52.59805835	GALAXY	18.671808	17.900879	17.340321	17.105915	16.657137	0.345525	0.1149	0.11951	0.094932	0.186608	0.217267	0.159863	0.115946	0.087918	0.062335
8717-12701	1.23765439110146E+018	117.21516265	36.39037087	GALAXY	17.468157	16.127996	15.390059	14.95552	14.632481	0.089333	0.051645	0.096017	0.126805	0.159177	0.302553	0.222616	0.16146	0.12243	0.086804
8239-12701	1.23766391733741E+018	115.38743272	47.87107807	GALAXY	19.746906	17.708593	16.525734	16.118708	15.658311	1	1	1	1	1	0.359775	0.264719	0.191996	0.145585	0.103222
8724-12701	1.23765127242488E+018	130.33516448	53.9387314	GALAXY	16.26766	15.048908	14.431226	14.057754	13.820469	0	0.017045	0.09197	0.162757	0.193646	0.146583	0.107854	0.078225	0.059316	0.042056
8714-12701	1.23766353025578E+018	117.95380474	46.19287152	GALAXY	18.100388	17.698568	16.593838	16.15645	15.945121	1	1	1	1	1	0.37073	0.27278	0.197843	0.150018	0.106365
8711-12701	1.23766378902854E+018	116.94304249	51.64607969	GALAXY	20.123837	17.474854	16.501442	15.945901	15.700921	0.05032	0.457624	0.568266	0.578822	0.485662	0.297817	0.219131	0.158932	0.120513	0.085445
8241-12701	1.23766725506538E+018	125.69752377	17.33084066	GALAXY	17.557585	16.385925	15.969051	15.711492	15.754192	0	0	0.022545	0.024641	0	0.184548	0.135789	0.098485	0.074678	0.052948
8712-12701	1.2376637868823E+018	121.70069816	53.19972149	GALAXY	17.757763	16.277838	15.646688	15.277901	15.008463	0	0	0	0.016598	0.03706	0.209239	0.153956	0.111662	0.08467	0.060032
8720-12701	1.23765127349554E+018	122.29893447	49.01712707	GALAXY	20.552429	17.87553	16.612883	16.134829	15.727729	0.008709311	0.587561	0.71777	0.73717	0.798333	0.205702	0.151354	0.109774	0.083239	0.059017
8894-12701	1.23766772697583E+018	84.12125199	-2.59673448	STAR	19.165545	16.778118	15.31292	14.932716	13.794011	0	0	0.785026	0	1	0.850167	0.625544	0.453697	0.344025	0.243918
8890-12701	1.23764658717537E+018	85.64282673	0.34764174	STAR	19.496876	16.330555	14.891685	15.800534	13.868451	0	1	1	0	0	1.439669	1.059295	0.768289	0.58257	0.413049
8895-12701	1.23766772697563E+018	84.14172937	-2.03192319	STAR	17.662313	16.777325	16.924286	17.040476	17.128811	0	0	1	0	0	0.606579	0.446315	0.323705	0.245456	0.174031
8924-12701	1.23765079621114E+018	125.85252182	0.13340175	STAR	15.17781	13.690754	13.491394	14.984031	12.875399	0.967574	0.932343	1	1	1	0.240108	0.17667	0.128135	0.097161	0.068889
8591-12701	1.23766138653088E+018	212.27192157	53.79549817	GALAXY	18.347908	17.061312	16.560846	16.507654	16.457767	1	0.524728	0.514483	0.344287	0.44068	0.067164	0.049418	0.035842	0.027178	0.01927
8928-12701	1.23767193282006E+018	164.81152334	10.60753135	STAR	16.85498	15.64976	15.219559	15.075405	15.041382	1	0	0.990649	1	0	0.134371	0.098869	0.071708	0.054374	0.038552
8896-12701	1.23767155915699E+018	84.78992567	-1.94978596	STAR	19.122364	16.921118	15.50508	14.780464	14.361157	1	0	0.994851	0	1	1.074397	0.790531	0.573359	0.434761	0.308251
8925-12701	1.23765079513727E+018	125.58410991	-0.79350771	STAR	15.407622	13.878429	13.591721	13.5232	13.547694	1	1	1	1	1	0.242882	0.17871	0.129615	0.098283	0.069684
8911-12701	1.23765361211205E+018	143.65556057	54.16576418	STAR	18.432707	15.901193	14.725758	14.254821	14.029273	1	1	0.9121	1	1	0.106162	0.078113	0.056654	0.042959	0.030458
8897-12701	1.23767155861986E+018	84.35140563	-1.28488114	STAR	19.208828	16.744537	16.727224	14.284502	13.643343	1	1	0.814343	1	1	1.231798	0.906345	0.657357	0.498454	0.35341
8592-12701	1.23766138760757E+018	222.84835591	51.47615586	GALAXY	17.854101	16.928148	16.576212	16.4105	16.141743	0.125365	0.074725	0.160161	0.226602	0.381564	0.160457	0.118063	0.085629	0.06493	0.046036
8926-12701	1.23766711225804E+018	138.39384037	23.24856066	STAR	18.042646	14.937476	15.662983	15.147274	12.857809	1	0.538298	0.741065	0.902968	0.773805	0.22889	0.168415	0.122149	0.092622	0.06567
8916-12701	1.23767176478523E+018	190.6207539	-2.93316075	STAR	17.165466	15.911476	15.879812	15.151879	15.070037	0	0	1	0	0	0.159861	0.117624	0.085311	0.064689	0.045865
8920-12701	1.23765513090938E+018	241.67079891	51.1475792	STAR	15.977722	14.812357	14.784426	14.840037	14.906586	0	0	0	0	0	0.095472	0.070247	0.050949	0.038633	0.027391
8634-12701	1.23766223748996E+018	239.20123618	5.76619098	STAR	18.199392	15.606187	14.489952	14.094696	13.879348	0	0	0.999941	0	0	0.293977	0.216305	0.156883	0.118959	0.084344
8923-12701	1.23767465314596E+018	222.08976555	-8.17059266	STAR	19.346478	16.679375	15.321014	14.71918	14.344825	0	0	0	0	0	0.412978	0.303865	0.220388	0.167114	0.118486
8635-12701	1.23766226861667E+018	241.09816878	5.017771	STAR	17.652554	16.682442	16.387375	16.266479	16.223234	1	1	1	0	0	0.350684	0.25803	0.187145	0.141906	0.100613
8891-12701	1.2376465866387E+018	86.09634342	-0.09002078	STAR	19.31814	16.763014	15.573443	15.053093	14.70785	0.882831	0.985882	0.905035	0.824127	0	2.289015	1.684235	1.221548	0.926263	0.656732
8930-12701	1.23765175347171E+018	176.05494335	2.2296077	STAR	18.857182	15.679995	14.419086	13.902055	13.591453	1	0	0	0	0	0.123368	0.090773	0.065836	0.049922	0.035395
8640-12701	1.23766226861667E+018	241.09816878	5.017771	STAR	17.652554	16.682442	16.387375	16.266479	16.223234	1	1	1	0	0	0.350684	0.25803	0.187145	0.141906	0.100613
8929-12701	1.23767176478497E+018	190.51847958	-3.60505067	STAR	16.050352	14.749427	16.632208	13.901705	13.768347	1	0.254464	0.63983	0.366683	1	0.125465	0.092316	0.066955	0.05077	0.035997
8918-12701	1.23765862969698E+018	190.86796275	12.25620916	STAR	18.078468	15.594619	14.602627	14.205981	13.987666	1	1	0	0	0.827819	0.146377	0.107703	0.078115	0.059232	0.041996
8949-12701	1.23766732326037E+018	193.60309094	27.36395831	GALAXY	18.170792	16.577904	15.921725	15.580887	15.328227	1	0.66393	0.573035	0.567711	0.57668	0.052361	0.038527	0.027943	0.021188	0.015023
8952-12701	1.23766553224498E+018	204.68382592	26.32853573	GALAXY	16.403097	14.971838	14.256164	13.82269	13.391766	0.31481	0.374205	0.426475	0.50767	0.595902	0.054913	0.040404	0.029305	0.022221	0.015755
8600-12701	1.23765932656525E+018	245.72648481	41.52059098	GALAXY	17.363369	15.714576	15.235093	15.078681	15.330096	1	1	1	1	1	0.047186	0.034719	0.025181	0.019094	0.013538
8934-12701	1.23766542755339E+018	196.16274885	28.62886948	GALAXY	17.05689	15.801287	15.322347	14.974086	14.566923	0.084228	0.224153	0.32875	0.393071	0.633552	0.054599	0.040173	0.029137	0.022094	0.015665
8333-12701	1.23766143431718E+018	213.43219448	43.66251228	GALAXY	19.547211	17.288027	16.296673	15.80135	15.650104	1	1	1	1	1	0.050137	0.03689	0.026756	0.020288	0.014385
8547-12701	1.23766138706919E+018	217.6299407	52.70725311	GALAXY	16.927334	15.164446	14.408132	14.172248	13.809781	1	1	1	1	1	0.059258	0.043602	0.031623	0.023979	0.017002
8978-12701	1.237655374647E+018	248.78282394	40.99140037	GALAXY	17.098675	15.516764	14.763417	14.355206	13.945477	0	0.031983	0.147091	0.221231	0.216289	0.049524	0.036439	0.026429	0.02004	0.014209
8972-12701	1.23767126173516E+018	132.42093469	11.25596585	STAR	16.962027	16.056086	15.823628	15.677878	15.679652	0	0	0.98838	0	0	0.157131	0.115616	0.083854	0.063584	0.045082
8979-12701	1.23765932441652E+018	241.34175767	42.48832987	GALAXY	17.337858	15.932346	15.291865	14.922705	14.703176	0.18722	0.526809	0.706503	0.839291	1	0.087537	0.064409	0.046715	0.035422	0.025115
8973-12701	1.23767112537027E+018	132.61686477	11.91403146	STAR	15.712805	14.422097	14.00726	13.855937	13.809137	0	0	1	0	0	0.170036	0.125111	0.090741	0.068806	0.048784
8962-12701	1.23765914670649E+018	215.11577335	57.28126779	GALAXY	16.45277	13.555839	13.898557	13.682681	11.81638	1	0.696397	0.77866	1	0.761038	0.0498	0.036642	0.026576	0.020152	0.014288
8963-12701	1.23765914670649E+018	215.1523142	57.26609683	STAR	15.948191	15.011943	14.719824	14.60413	14.587712	1	1	1	1	0	0.052163	0.038381	0.027837	0.021108	0.014966
8595-12701	1.23766141606763E+018	220.82138188	50.49587507	GALAXY	18.222282	16.72579	15.853753	15.375732	15.27751	1	1	1	1	1	0.147311	0.10839	0.078614	0.05961	0.042264
8964-12701	1.23765932709177E+018	217.60896336	56.91170778	STAR	16.399042	14.669267	14.080779	15.23428	13.877934	1	1	0	0	1	0.061797	0.04547	0.032979	0.025007	0.01773
8816-12701	1.2376651280038E+018	175.96287403	34.45494857	STAR	15.346543	15.861185	15.248604	15.146283	12.491548	1	0.810042	0.788667	1	0.660749	0.104244	0.076702	0.05563	0.042183	0.029908
8799-12701	1.23766512800393E+018	176.28295645	34.31169811	STAR	16.566315	14.694328	16.168089	15.226757	13.633482	0.638183	0.029735	0	0.141787	0.144141	0.102283	0.075259	0.054584	0.041389	0.029346
8966-12701	1.23766861012369E+018	243.24994878	50.33130884	STAR	17.038643	15.805028	15.992728	16.136114	16.232698	1	1	0	0.979075	0	0.104954	0.077224	0.056009	0.04247	0.030112
8967-12701	1.23766861173404E+018	244.17780788	51.58177412	STAR	17.26235	16.236162	15.800172	15.612368	15.538815	0	1	1	1	1	0.140959	0.103716	0.075224	0.05704	0.040442
8969-12701	1.23766266214416E+018	241.54231808	24.28490008	STAR	16.714937	15.020045	14.436594	13.642179	12.954735	1	0.699197	0.808029	1	0.574538	0.406726	0.299265	0.217052	0.164584	0.116692
8959-12701	1.23766742956501E+018	160.00376796	24.7904574	STAR	16.950098	15.982772	15.742607	15.656252	15.633315	1	0	0	0	0	0.13904	0.102304	0.0742	0.056263	0.039891
8917-12701	1.23767176478497E+018	190.51847958	-3.60505067	STAR	16.050352	14.749427	16.632208	13.901705	13.768347	1	0.254464	0.63983	0.366683	1	0.125465	0.092316	0.066955	0.05077	0.035997
8975-12701	1.23767112537001E+018	131.98579322	11.73214351	STAR	17.27486	15.433793	14.657481	14.367661	14.173132	0.305932	1	0	0	1	0.136486	0.100425	0.072836	0.05523	0.039159
8974-12701	1.23767126173496E+018	132.04263923	10.99737002	STAR	19.366228	16.996372	15.740581	15.160542	14.832517	1	1	0	0	0	0.17968	0.132207	0.095887	0.072708	0.051551
8987-12701	1.2376640923646E+018	135.41169685	27.6674891	GALAXY	19.804493	17.423372	16.371803	16.021435	15.702128	0.738668	0.879163	1	1	1	0.165652	0.121885	0.088401	0.067032	0.047526
8942-12701	1.23766034392678E+018	122.89620327	27.30595816	GALAXY	17.710781	16.33688	15.470064	14.97331	14.708481	0.642898	0.646481	0.727901	0.852317	0.844789	0.148992	0.109627	0.079511	0.060291	0.042747
8943-12701	1.23766466789861E+018	156.02506245	35.81879184	GALAXY	17.425465	16.142092	15.607764	15.268935	15.138208	0.87962	1	1	1	1	0.062916	0.046293	0.033575	0.025459	0.018051
8948-12701	1.23765785660588E+018	165.40835679	50.8322956	GALAXY	16.123478	14.969337	14.518782	14.172126	13.906157	0.092293	0.231766	0.340332	0.506951	0.613563	0.068429	0.050349	0.036518	0.02769	0.019633
8939-12701	1.23766108534551E+018	124.70672929	22.95454829	GALAXY	18.693699	16.756832	15.768749	15.322067	15.03826	1	0.791766	0.827442	0.890817	0.919002	0.221982	0.163332	0.118462	0.089826	0.063688
8946-12701	1.23766063653637E+018	169.42305283	47.08339849	GALAXY	17.235806	15.218896	14.442718	14.03614	13.880344	1	1	1	1	1	0.074691	0.054957	0.039859	0.030224	0.021429
8947-12701	1.2376582039706E+018	171.02707851	48.6962822	GALAXY	16.708288	15.056062	14.334956	13.81465	13.427365	0.485288	0.651755	0.650564	0.707218	0.758362	0.069297	0.050988	0.036981	0.028042	0.019882
8945-12701	1.23766135807738E+018	171.89795163	47.37946299	GALAXY	16.643106	15.249507	14.93411	14.508972	14.293859	0.023134	0.08617	0.203504	0.346238	0.482511	0.109877	0.080847	0.058637	0.044462	0.031524
8980-12701	1.23766121150992E+018	223.33964419	43.07591582	GALAXY	17.788816	16.765171	16.307653	16.115374	16.046705	0.236194	0.14372	0.229351	0.238632	0.43152	0.104219	0.076683	0.055617	0.042173	0.029901
8597-12701	1.23765911986268E+018	224.109507	48.00973102	GALAXY	17.336817	16.018131	15.532045	15.140671	14.941207	0.249095	0.394263	0.426709	0.50899	0.515831	0.166486	0.122499	0.088847	0.06737	0.047766
9013-12701	1.2376717653223E+018	190.25434836	-2.59088431	STAR	16.94841	16.037971	15.727351	15.60747	15.577293	1	0	0	0	1	0.184629	0.135849	0.098529	0.074711	0.052971
8912-12701	1.23766510113502E+018	208.30131628	31.77476934	STAR	20.126822	17.81188	16.681986	16.224499	15.967633	0	1	1	1	0	0.083372	0.061344	0.044492	0.033737	0.02392
9017-12701	1.2376517357779E+018	227.91385815	1.24205163	STAR	15.290052	15.158162	13.899957	14.208784	12.276396	1	1	0.862172	0.780614	1	0.228757	0.168317	0.122078	0.092568	0.065632
8950-12701	1.23766744243706E+018	192.3563982	26.78646742	GALAXY	18.585123	17.026924	16.242365	15.811177	15.464166	0.033437	0	6.306334E-05	0.107442	0.167764	0.066004	0.048565	0.035223	0.026709	0.018937
8931-12701	1.23766744243726E+018	192.88863019	26.76981197	GALAXY	17.02733	15.908239	15.630013	15.127561	14.962968	0.344776	0.449367	0.428323	0.623224	0.797318	0.066081	0.048622	0.035265	0.02674	0.018959
9029-12701	1.23765537410987E+018	247.66340296	41.21070194	GALAXY	18.327936	16.101856	15.322776	14.859258	14.471638	0.340619	0.539648	0.509492	0.492733	0.349107	0.060829	0.044757	0.032462	0.024615	0.017452
9042-12701	1.23766269703461E+018	232.43337894	27.11199623	GALAXY	18.205696	17.115931	16.345709	15.944195	15.640936	0.14183	0	0	0.021559	0.004950503	0.285884	0.210351	0.152564	0.115685	0.082022
